,StateName,LocationName,StoreName,Quarter,Revenue,Profit
629,California,Sacramento,Remotes,Q2/2014,0.0,0.0
630,California,Sacramento,Remotes,Q3/2014,0.0,0.0
631,California,Sacramento,Remotes,Q4/2014,212923.86,54270.81
632,California,Sacramento,Remotes,Q1/2015,462335.6,107111.26999999999
633,California,Sacramento,Remotes,Q2/2015,263602.8,69064.43
634,California,Sacramento,Remotes,Q3/2015,348669.98,91820.01000000001
635,California,Sacramento,Remotes,Q4/2015,73551.24999999999,22115.94
636,California,Sacramento,W-Mart,Q1/2013,437924.42000000004,113032.34
637,California,Sacramento,W-Mart,Q2/2013,426547.51,101679.89
638,California,Sacramento,W-Mart,Q3/2013,460739.55000000005,111061.88
639,California,Sacramento,W-Mart,Q4/2013,559698.84,176540.31
640,California,Sacramento,W-Mart,Q1/2014,781601.02,161979.34
641,California,Sacramento,W-Mart,Q2/2014,1135861.66,245784.21999999997
642,California,Sacramento,W-Mart,Q3/2014,1432699.12,338071.95999999996
643,California,Sacramento,W-Mart,Q4/2014,1194722.4,316086.31000000006
644,California,Sacramento,W-Mart,Q1/2015,997901.8,244652.33
645,California,Sacramento,W-Mart,Q2/2015,1416076.7999999998,370705.13
646,California,Sacramento,W-Mart,Q3/2015,979815.2300000001,279239.66
647,California,Sacramento,W-Mart,Q4/2015,1154291.58,284061.87
648,California,Sacramento,M Market,Q1/2013,256770.08000000002,63768.02
649,California,Sacramento,M Market,Q2/2013,258926.63,55435.68
650,California,Sacramento,M Market,Q3/2013,285768.26,56785.86
651,California,Sacramento,M Market,Q4/2013,327157.13,83215.54999999999
652,California,Sacramento,M Market,Q1/2014,266087.72,65861.16
653,California,Sacramento,M Market,Q2/2014,349482.04,72876.25
654,California,Sacramento,M Market,Q3/2014,171994.65999999997,48281.57
655,California,Sacramento,M Market,Q4/2014,743384.98,198677.88
656,California,Sacramento,M Market,Q1/2015,267589.09,71170.39
657,California,Sacramento,M Market,Q2/2015,606999.1100000001,155992.25
658,California,Sacramento,M Market,Q3/2015,380821.58999999997,107441.42
659,California,Sacramento,M Market,Q4/2015,292667.4,72975.69
660,California,San Francisco,Corner Stop Conviences ,Q1/2013,240265.49,68341.09
661,California,San Francisco,Corner Stop Conviences ,Q2/2013,285831.18,66591.95
662,California,San Francisco,Corner Stop Conviences ,Q3/2013,300661.45,63965.880000000005
663,California,San Francisco,Corner Stop Conviences ,Q4/2013,340325.97000000003,83026.95
664,California,San Francisco,Corner Stop Conviences ,Q1/2014,155733.91999999998,46998.149999999994
665,California,San Francisco,Corner Stop Conviences ,Q2/2014,356712.7,74119.21
666,California,San Francisco,Corner Stop Conviences ,Q3/2014,510173.9199999999,110146.65000000001
667,California,San Francisco,Corner Stop Conviences ,Q4/2014,343681.36,113588.76000000001
668,California,San Francisco,Corner Stop Conviences ,Q1/2015,732579.96,225555.94
669,California,San Francisco,Corner Stop Conviences ,Q2/2015,623666.27,140891.82
670,California,San Francisco,Corner Stop Conviences ,Q3/2015,252583.95999999996,85430.81999999999
671,California,San Francisco,Corner Stop Conviences ,Q4/2015,653280.73,139146.33000000002
672,California,Sacramento,Ruffs Corner Store,Q1/2013,448832.6,107936.09999999999
673,California,Sacramento,Ruffs Corner Store,Q2/2013,283827.14999999997,58955.009999999995
674,California,Sacramento,Ruffs Corner Store,Q3/2013,506564.87,138901.48
675,California,Sacramento,Ruffs Corner Store,Q4/2013,207859.62,65849.28
676,California,Sacramento,Ruffs Corner Store,Q1/2014,202341.24,54882.159999999996
677,California,Sacramento,Ruffs Corner Store,Q2/2014,234493.24,56751.03
678,California,Sacramento,Ruffs Corner Store,Q3/2014,331797.06,88300.76
679,California,Sacramento,Ruffs Corner Store,Q4/2014,837468.97,238373.69
680,California,Sacramento,Ruffs Corner Store,Q1/2015,184844.96000000002,62205.22
681,California,Sacramento,Ruffs Corner Store,Q2/2015,342860.37,86716.95999999999
682,California,Sacramento,Ruffs Corner Store,Q3/2015,899774.88,233084.81
683,California,Sacramento,Ruffs Corner Store,Q4/2015,355226.06000000006,89529.51999999999
684,California,Sacramento,Damnit Mart,Q1/2013,306663.79000000004,98590.73000000001
685,California,Sacramento,Damnit Mart,Q2/2013,371640.24,73508.85
686,California,Sacramento,Damnit Mart,Q3/2013,236117.74,68870.93000000001
687,California,Sacramento,Damnit Mart,Q4/2013,453372.52,124693.85
688,California,Sacramento,Damnit Mart,Q1/2014,601863.66,148060.19
689,California,Sacramento,Damnit Mart,Q2/2014,163030.25,42445.88
690,California,Sacramento,Damnit Mart,Q3/2014,404722.80000000005,96724.8
691,California,Sacramento,Damnit Mart,Q4/2014,1033254.1500000001,280378.85
692,California,Sacramento,Damnit Mart,Q1/2015,461434.9700000001,113103.13999999998
693,California,Sacramento,Damnit Mart,Q2/2015,391679.87,108168.35
694,California,Sacramento,Damnit Mart,Q3/2015,497831.13,146473.05
695,California,Sacramento,Damnit Mart,Q4/2015,837978.77,179352.18
696,California,Sacramento,Pavar,Q1/2013,475593.0,112227.79000000001
697,California,Sacramento,Pavar,Q2/2013,280832.12,70991.73
698,California,Sacramento,Pavar,Q3/2013,397025.83999999997,101311.25
699,California,Sacramento,Pavar,Q4/2013,96097.43999999999,28530.829999999998
700,California,Sacramento,Pavar,Q1/2014,274434.77,70662.03
701,California,Sacramento,Pavar,Q2/2014,595767.0900000001,109328.44
702,California,Sacramento,Pavar,Q3/2014,384649.13,97378.72
703,California,Sacramento,Pavar,Q4/2014,284503.78,83718.1
704,California,Sacramento,Pavar,Q1/2015,393824.3,122013.4
705,California,Sacramento,Pavar,Q2/2015,606627.27,154554.12
706,California,Sacramento,Pavar,Q3/2015,386233.77,102963.38
707,California,Sacramento,Pavar,Q4/2015,331156.81999999995,73494.0
708,California,Los Angeles,Williams Mart,Q1/2013,658271.8400000001,167843.32
709,California,Los Angeles,Williams Mart,Q2/2013,265418.30000000005,57844.74
710,California,Los Angeles,Williams Mart,Q3/2013,106333.09,28388.89
711,California,Los Angeles,Williams Mart,Q4/2013,412360.66000000003,97683.63
712,California,Los Angeles,Williams Mart,Q1/2014,199205.32,47878.36
713,California,Los Angeles,Williams Mart,Q2/2014,369215.63,75196.33
714,California,Los Angeles,Williams Mart,Q3/2014,274451.36,55274.64
715,California,Los Angeles,Williams Mart,Q4/2014,155938.81,42039.600000000006
716,California,Los Angeles,Williams Mart,Q1/2015,252989.89,70939.89
717,California,Los Angeles,Williams Mart,Q2/2015,342756.16000000003,106753.20999999999
718,California,Los Angeles,Williams Mart,Q3/2015,782080.51,130114.64
719,California,Los Angeles,Williams Mart,Q4/2015,461178.69999999995,114972.66
720,California,Los Angeles,Wrapup,Q1/2013,236472.83000000002,58693.95
721,California,Los Angeles,Wrapup,Q2/2013,170752.99,38757.67
722,California,Los Angeles,Wrapup,Q3/2013,309952.51,67186.83
723,California,Los Angeles,Wrapup,Q4/2013,304370.15,83630.5
724,California,Los Angeles,Wrapup,Q1/2014,117828.38,25819.07
725,California,Los Angeles,Wrapup,Q2/2014,49427.51,15658.75
726,California,Los Angeles,Wrapup,Q3/2014,192537.84999999998,47843.28999999999
727,California,Los Angeles,Wrapup,Q4/2014,435808.72,85266.29999999999
728,California,Los Angeles,Wrapup,Q1/2015,571241.9299999999,139168.33000000002
729,California,Los Angeles,Wrapup,Q2/2015,304331.18,72476.01999999999
730,California,Los Angeles,Wrapup,Q3/2015,1124081.3,264291.43
731,California,Los Angeles,Wrapup,Q4/2015,333505.92000000004,73226.05
732,California,Los Angeles,Lornes,Q1/2013,317826.14,73926.35999999999
733,California,Los Angeles,Lornes,Q2/2013,423814.66,102336.83
734,California,Los Angeles,Lornes,Q3/2013,128102.43,33367.58
735,California,Los Angeles,Lornes,Q4/2013,206762.05,54254.6
736,California,Los Angeles,Lornes,Q1/2014,791355.44,178910.54
737,California,Los Angeles,Lornes,Q2/2014,101751.77,28053.170000000006
738,California,Los Angeles,Lornes,Q3/2014,151763.93,39559.100000000006
739,California,Los Angeles,Lornes,Q4/2014,597653.2800000001,136280.84
740,California,Los Angeles,Lornes,Q1/2015,467116.43,109933.37000000001
741,California,Los Angeles,Lornes,Q2/2015,173633.25,49910.82
742,California,Los Angeles,Lornes,Q3/2015,285935.70999999996,80607.15
743,California,Los Angeles,Lornes,Q4/2015,175668.64,47674.58
744,California,San Diego,McGorbers,Q1/2013,602899.09,147876.88
745,California,San Diego,McGorbers,Q2/2013,207530.88999999998,46824.59
746,California,San Diego,McGorbers,Q3/2013,315254.68,65736.18000000001
747,California,San Diego,McGorbers,Q4/2013,396899.57,90987.02
748,California,San Diego,McGorbers,Q1/2014,365494.12,66339.25
749,California,San Diego,McGorbers,Q2/2014,613307.64,117096.08
750,California,San Diego,McGorbers,Q3/2014,1360777.35,269466.41000000003
751,California,San Diego,McGorbers,Q4/2014,615264.68,148273.14
752,California,San Diego,McGorbers,Q1/2015,797402.55,177976.88999999998
753,California,San Diego,McGorbers,Q2/2015,827244.75,238829.09
754,California,San Diego,McGorbers,Q3/2015,512446.79,127292.26000000001
755,California,San Diego,McGorbers,Q4/2015,629072.1599999999,156498.1
756,California,Los Angeles,Selica ,Q1/2013,252141.88999999998,60244.65
757,California,Los Angeles,Selica ,Q2/2013,356218.19,61737.689999999995
758,California,Los Angeles,Selica ,Q3/2013,231588.28000000003,59316.67
759,California,Los Angeles,Selica ,Q4/2013,727738.39,179762.07
760,California,Los Angeles,Selica ,Q1/2014,311916.93,66060.14
761,California,Los Angeles,Selica ,Q2/2014,341329.87999999995,73402.79
762,California,Los Angeles,Selica ,Q3/2014,401620.45,92645.75
763,California,Los Angeles,Selica ,Q4/2014,541390.97,154301.27
764,California,Los Angeles,Selica ,Q1/2015,391396.67000000004,87774.23
765,California,Los Angeles,Selica ,Q2/2015,260097.83000000002,59854.97
766,California,Los Angeles,Selica ,Q3/2015,498115.22,117024.23999999999
767,California,Los Angeles,Selica ,Q4/2015,487772.42,117447.28
768,California,Los Angeles,McLeods,Q1/2013,538828.53,144518.55
769,California,Los Angeles,McLeods,Q2/2013,929719.6799999999,208585.82
770,California,Los Angeles,McLeods,Q3/2013,429786.13,107405.24
771,California,Los Angeles,McLeods,Q4/2013,598039.94,143413.71
772,California,Los Angeles,McLeods,Q1/2014,836627.28,185529.96999999997
773,California,Los Angeles,McLeods,Q2/2014,499618.6599999999,97937.37000000001
774,California,Los Angeles,McLeods,Q3/2014,955410.2900000002,238432.90999999997
775,California,Los Angeles,McLeods,Q4/2014,755520.31,174265.16999999998
776,California,Los Angeles,McLeods,Q1/2015,566057.9299999999,148721.48
777,California,Los Angeles,McLeods,Q2/2015,626726.95,155209.11
778,California,Los Angeles,McLeods,Q3/2015,964223.9099999999,202541.53999999998
779,California,Los Angeles,McLeods,Q4/2015,755589.1499999999,200177.01
780,California,Los Angeles,Wholeway Store,Q1/2013,475153.10000000003,129122.78000000001
781,California,Los Angeles,Wholeway Store,Q2/2013,351584.23,86009.81
782,California,Los Angeles,Wholeway Store,Q3/2013,238179.25,62552.659999999996
783,California,Los Angeles,Wholeway Store,Q4/2013,742682.39,147499.51
784,California,Los Angeles,Wholeway Store,Q1/2014,679757.53,122711.67
785,California,Los Angeles,Wholeway Store,Q2/2014,365399.04,74519.81
786,California,Los Angeles,Wholeway Store,Q3/2014,407022.58999999997,93094.81999999999
787,California,Los Angeles,Wholeway Store,Q4/2014,232733.67,65374.37000000001
788,California,Los Angeles,Wholeway Store,Q1/2015,143979.26,42464.55
789,California,Los Angeles,Wholeway Store,Q2/2015,262679.06,61424.5
790,California,Los Angeles,Wholeway Store,Q3/2015,432148.43999999994,115300.86
791,California,Los Angeles,Wholeway Store,Q4/2015,353788.02999999997,86873.23999999999
792,California,San Diego,Uptown Way,Q1/2013,350764.58,63981.15
793,California,San Diego,Uptown Way,Q2/2013,248913.94000000003,67162.3
794,California,San Diego,Uptown Way,Q3/2013,230907.71,51326.060000000005
795,California,San Diego,Uptown Way,Q4/2013,349520.24,84971.4
796,California,San Diego,Uptown Way,Q1/2014,70281.37,15313.53
797,California,San Diego,Uptown Way,Q2/2014,435368.18,84374.11
798,California,San Diego,Uptown Way,Q3/2014,402293.23999999993,103652.36000000002
799,California,San Diego,Uptown Way,Q4/2014,832758.41,211284.53
800,California,San Diego,Uptown Way,Q1/2015,478177.33,100533.44999999998
801,California,San Diego,Uptown Way,Q2/2015,346874.9,86045.38
802,California,San Diego,Uptown Way,Q3/2015,990515.9600000001,229808.71999999997
803,California,San Diego,Uptown Way,Q4/2015,359518.18,97832.83
804,California,Los Angeles,Joes Market,Q1/2013,374364.01,91292.28
805,California,Los Angeles,Joes Market,Q2/2013,330758.53,84337.70999999999
806,California,Los Angeles,Joes Market,Q3/2013,1139488.3599999999,270131.24
807,California,Los Angeles,Joes Market,Q4/2013,230974.75,64918.78999999999
808,California,Los Angeles,Joes Market,Q1/2014,953952.1499999999,236657.72999999998
809,California,Los Angeles,Joes Market,Q2/2014,609375.6900000001,107188.12
810,California,Los Angeles,Joes Market,Q3/2014,1280376.32,311660.79
811,California,Los Angeles,Joes Market,Q4/2014,315897.36,94200.20000000001
812,California,Los Angeles,Joes Market,Q1/2015,506251.22,115357.16
813,California,Los Angeles,Joes Market,Q2/2015,720341.3599999999,189258.90999999997
814,California,Los Angeles,Joes Market,Q3/2015,523786.95000000007,137345.67
815,California,Los Angeles,Joes Market,Q4/2015,741104.48,151509.4
816,California,San Francisco,Jensens A G Market,Q1/2013,474877.89999999997,110534.49
817,California,San Francisco,Jensens A G Market,Q2/2013,579186.99,126218.93000000001
818,California,San Francisco,Jensens A G Market,Q3/2013,224691.41999999998,50432.280000000006
819,California,San Francisco,Jensens A G Market,Q4/2013,600616.35,146875.66
820,California,San Francisco,Jensens A G Market,Q1/2014,373106.95999999996,83419.16
821,California,San Francisco,Jensens A G Market,Q2/2014,295761.89,89251.77
822,California,San Francisco,Jensens A G Market,Q3/2014,429044.73,96142.68
823,California,San Francisco,Jensens A G Market,Q4/2014,383356.10000000003,102942.61
824,California,San Francisco,Jensens A G Market,Q1/2015,929785.58,231551.27999999997
825,California,San Francisco,Jensens A G Market,Q2/2015,351489.49,83533.69
826,California,San Francisco,Jensens A G Market,Q3/2015,534688.7,127795.68
827,California,San Francisco,Jensens A G Market,Q4/2015,541979.09,120956.94
828,California,Los Angeles,FDL Store,Q1/2013,189361.03,59755.42
829,California,Los Angeles,FDL Store,Q2/2013,620616.48,134350.07
830,California,Los Angeles,FDL Store,Q3/2013,334556.55000000005,74350.98999999999
831,California,Los Angeles,FDL Store,Q4/2013,139595.38,36941.869999999995
832,California,Los Angeles,FDL Store,Q1/2014,317377.43,92923.03
833,California,Los Angeles,FDL Store,Q2/2014,628129.23,137396.06
834,California,Los Angeles,FDL Store,Q3/2014,410236.62,102186.48999999999
835,California,Los Angeles,FDL Store,Q4/2014,579074.12,145971.12
836,California,Los Angeles,FDL Store,Q1/2015,811729.33,201293.41999999998
837,California,Los Angeles,FDL Store,Q2/2015,593519.55,143539.7
838,California,Los Angeles,FDL Store,Q3/2015,258801.81,77396.43
839,California,Los Angeles,FDL Store,Q4/2015,815317.17,159398.06
840,California,Los Angeles,Hermans Department Store,Q1/2013,283604.77,66787.89
841,California,Los Angeles,Hermans Department Store,Q2/2013,310909.78,68615.83
842,California,Los Angeles,Hermans Department Store,Q3/2013,226844.64,58563.17
843,California,Los Angeles,Hermans Department Store,Q4/2013,493755.85,94304.26
844,California,Los Angeles,Hermans Department Store,Q1/2014,60205.2,18723.03
845,California,Los Angeles,Hermans Department Store,Q2/2014,368569.89,73376.53
846,California,Los Angeles,Hermans Department Store,Q3/2014,330401.06,71487.75
847,California,Los Angeles,Hermans Department Store,Q4/2014,504502.6,119405.23
848,California,Los Angeles,Hermans Department Store,Q1/2015,647094.51,164278.4
849,California,Los Angeles,Hermans Department Store,Q2/2015,528014.59,134916.72
850,California,Los Angeles,Hermans Department Store,Q3/2015,375347.64,100502.89
851,California,Los Angeles,Hermans Department Store,Q4/2015,412722.31,88276.76000000001
852,California,Los Angeles,Spire Market,Q1/2013,851285.15,172211.8
853,California,Los Angeles,Spire Market,Q2/2013,695917.16,139354.02000000002
854,California,Los Angeles,Spire Market,Q3/2013,243545.74,52989.259999999995
855,California,Los Angeles,Spire Market,Q4/2013,292973.66000000003,83169.11
856,California,Los Angeles,Spire Market,Q1/2014,328069.69,79141.45999999999
857,California,Los Angeles,Spire Market,Q2/2014,44505.59,11378.460000000001
858,California,Los Angeles,Spire Market,Q3/2014,312845.61,78830.25
859,California,Los Angeles,Spire Market,Q4/2014,498205.49999999994,149696.86
860,California,Los Angeles,Spire Market,Q1/2015,686464.01,191993.83000000002
861,California,Los Angeles,Spire Market,Q2/2015,477277.99,106137.74
862,California,Los Angeles,Spire Market,Q3/2015,461865.29,102221.85
863,California,Los Angeles,Spire Market,Q4/2015,806803.43,161068.98
864,California,San Francisco,W & W Grocery,Q1/2013,194105.24000000002,49855.61
865,California,San Francisco,W & W Grocery,Q2/2013,267312.14,54204.219999999994
866,California,San Francisco,W & W Grocery,Q3/2013,324491.04000000004,76323.68
867,California,San Francisco,W & W Grocery,Q4/2013,198151.37000000002,56119.810000000005
868,California,San Francisco,W & W Grocery,Q1/2014,224927.61,33900.76
869,California,San Francisco,W & W Grocery,Q2/2014,462060.16,89248.54999999999
870,California,San Francisco,W & W Grocery,Q3/2014,351352.58999999997,71251.41
871,California,San Francisco,W & W Grocery,Q4/2014,497167.89999999997,130257.32
872,California,San Francisco,W & W Grocery,Q1/2015,248042.36,60715.36
873,California,San Francisco,W & W Grocery,Q2/2015,471994.77999999997,116352.81
874,California,San Francisco,W & W Grocery,Q3/2015,205114.98,56815.31
875,California,San Francisco,W & W Grocery,Q4/2015,112312.64000000001,33654.39
876,California,Los Angeles,Lesmens,Q1/2013,319979.66000000003,77499.39
877,California,Los Angeles,Lesmens,Q2/2013,891799.91,162930.62
878,California,Los Angeles,Lesmens,Q3/2013,73522.02,19576.03
879,California,Los Angeles,Lesmens,Q4/2013,86151.88,21794.989999999998
880,California,Los Angeles,Lesmens,Q1/2014,0.0,0.0
881,California,Los Angeles,Lesmens,Q2/2014,0.0,0.0
882,California,Los Angeles,Lesmens,Q3/2014,0.0,0.0
883,California,Los Angeles,Lesmens,Q4/2014,199911.93,60414.75
884,California,Los Angeles,Lesmens,Q1/2015,252972.43000000002,75411.23999999999
885,California,Los Angeles,Lesmens,Q2/2015,347150.19999999995,84359.75
886,California,Los Angeles,Lesmens,Q3/2015,366828.33999999997,101905.70999999999
887,California,Los Angeles,Lesmens,Q4/2015,406854.07,119697.97
888,California,San Francisco,Hayway Market Place,Q1/2013,516739.98,102966.77
889,California,San Francisco,Hayway Market Place,Q2/2013,237034.04000000004,50008.03
890,California,San Francisco,Hayway Market Place,Q3/2013,308923.83999999997,77438.95
891,California,San Francisco,Hayway Market Place,Q4/2013,400652.08999999997,118147.15999999999
892,California,San Francisco,Hayway Market Place,Q1/2014,719802.1699999999,149378.46999999997
893,California,San Francisco,Hayway Market Place,Q2/2014,282108.97,54830.619999999995
894,California,San Francisco,Hayway Market Place,Q3/2014,643210.19,147273.44
895,California,San Francisco,Hayway Market Place,Q4/2014,405522.13,123181.68
896,California,San Francisco,Hayway Market Place,Q1/2015,950759.78,250011.75
897,California,San Francisco,Hayway Market Place,Q2/2015,253105.49,76914.13
898,California,San Francisco,Hayway Market Place,Q3/2015,663401.6799999999,139277.84
899,California,San Francisco,Hayway Market Place,Q4/2015,855096.7899999999,203984.08
900,California,Los Angeles,Fasco ,Q1/2013,180827.24000000002,53654.26
901,California,Los Angeles,Fasco ,Q2/2013,691835.4600000001,145361.84
902,California,Los Angeles,Fasco ,Q3/2013,323107.05,72680.27
903,California,Los Angeles,Fasco ,Q4/2013,200577.40999999997,51084.31
904,California,Los Angeles,Fasco ,Q1/2014,753605.28,126388.13999999998
905,California,Los Angeles,Fasco ,Q2/2014,356733.83999999997,78634.02
906,California,Los Angeles,Fasco ,Q3/2014,501279.24,108351.20999999999
907,California,Los Angeles,Fasco ,Q4/2014,738194.69,154286.83
908,California,Los Angeles,Fasco ,Q1/2015,451555.91,123057.23
909,California,Los Angeles,Fasco ,Q2/2015,574115.73,161710.32
910,California,Los Angeles,Fasco ,Q3/2015,178173.53000000003,59674.759999999995
911,California,Los Angeles,Fasco ,Q4/2015,483917.6,111006.26000000001
912,California,Los Angeles,D & K Surplus Grocery,Q1/2013,571114.68,142050.5
913,California,Los Angeles,D & K Surplus Grocery,Q2/2013,187355.01,49164.58
914,California,Los Angeles,D & K Surplus Grocery,Q3/2013,493176.55000000005,100860.06
915,California,Los Angeles,D & K Surplus Grocery,Q4/2013,291640.4,82347.98
916,California,Los Angeles,D & K Surplus Grocery,Q1/2014,167896.16999999998,31507.73
917,California,Los Angeles,D & K Surplus Grocery,Q2/2014,298642.38999999996,61729.03
918,California,Los Angeles,D & K Surplus Grocery,Q3/2014,676318.63,162535.27
919,California,Los Angeles,D & K Surplus Grocery,Q4/2014,479816.93000000005,136142.74
920,California,Los Angeles,D & K Surplus Grocery,Q1/2015,1050962.45,178513.72
921,California,Los Angeles,D & K Surplus Grocery,Q2/2015,582923.0700000001,159846.47999999998
922,California,Los Angeles,D & K Surplus Grocery,Q3/2015,507716.5500000001,139464.96
923,California,Los Angeles,D & K Surplus Grocery,Q4/2015,348397.25999999995,89046.09
924,California,San Diego,Food N Stuff,Q1/2013,386835.62,88036.67
925,California,San Diego,Food N Stuff,Q2/2013,259725.09,63134.45
926,California,San Diego,Food N Stuff,Q3/2013,609959.8,109883.45
927,California,San Diego,Food N Stuff,Q4/2013,83935.5,27286.46
928,California,San Diego,Food N Stuff,Q1/2014,0.0,0.0
929,California,San Diego,Food N Stuff,Q2/2014,0.0,0.0
930,California,San Diego,Food N Stuff,Q3/2014,0.0,0.0
931,California,San Diego,Food N Stuff,Q4/2014,165326.83000000002,45507.41
932,California,San Diego,Food N Stuff,Q1/2015,421018.76,102753.28
933,California,San Diego,Food N Stuff,Q2/2015,283857.14,71692.12
934,California,San Diego,Food N Stuff,Q3/2015,258740.96000000002,61851.69
935,California,San Diego,Food N Stuff,Q4/2015,132764.12,35645.44
936,California,San Diego,Winstons Market,Q1/2013,437057.62000000005,105453.57000000002
937,California,San Diego,Winstons Market,Q2/2013,222375.03,54388.84
938,California,San Diego,Winstons Market,Q3/2013,170953.05,42974.920000000006
939,California,San Diego,Winstons Market,Q4/2013,191028.74,50606.490000000005
940,California,San Diego,Winstons Market,Q1/2014,244719.55,54865.85
941,California,San Diego,Winstons Market,Q2/2014,294846.72,49826.490000000005
942,California,San Diego,Winstons Market,Q3/2014,335698.0,77329.52
943,California,San Diego,Winstons Market,Q4/2014,925861.5700000001,209875.89
944,California,San Diego,Winstons Market,Q1/2015,190073.69,54813.009999999995
945,California,San Diego,Winstons Market,Q2/2015,368398.76,81896.42000000001
946,California,San Diego,Winstons Market,Q3/2015,485639.98,123839.75
947,California,San Diego,Winstons Market,Q4/2015,426789.0,95852.73999999999
948,California,Los Angeles,Aegis Market,Q1/2013,320123.06,70280.45000000001
949,California,Los Angeles,Aegis Market,Q2/2013,417093.49000000005,89019.25
950,California,Los Angeles,Aegis Market,Q3/2013,279256.18000000005,60907.310000000005
951,California,Los Angeles,Aegis Market,Q4/2013,178146.99,48650.68
952,California,Los Angeles,Aegis Market,Q1/2014,0.0,0.0
953,California,Los Angeles,Aegis Market,Q2/2014,0.0,0.0
954,California,Los Angeles,Aegis Market,Q3/2014,0.0,0.0
955,California,Los Angeles,Aegis Market,Q4/2014,212923.86,51026.79
956,California,Los Angeles,Aegis Market,Q1/2015,462335.6,93892.22
957,California,Los Angeles,Aegis Market,Q2/2015,263602.8,66663.20999999999
958,California,Los Angeles,Aegis Market,Q3/2015,348669.98,92798.72
959,California,Los Angeles,Aegis Market,Q4/2015,73551.24999999999,22087.41
960,California,Los Angeles,Conoco Food Stop,Q1/2013,437924.42000000004,113682.60999999999
961,California,Los Angeles,Conoco Food Stop,Q2/2013,426547.51,103801.51
962,California,Los Angeles,Conoco Food Stop,Q3/2013,460739.55000000005,104393.61
963,California,Los Angeles,Conoco Food Stop,Q4/2013,559698.84,201902.23
964,California,Los Angeles,Conoco Food Stop,Q1/2014,781601.02,181789.27000000002
965,California,Los Angeles,Conoco Food Stop,Q2/2014,1135861.66,242212.01
966,California,Los Angeles,Conoco Food Stop,Q3/2014,1432699.12,303217.58
967,California,Los Angeles,Conoco Food Stop,Q4/2014,1194722.4,304546.6
968,California,Los Angeles,Conoco Food Stop,Q1/2015,997901.8,255655.67
969,California,Los Angeles,Conoco Food Stop,Q2/2015,1416076.7999999998,363941.05000000005
970,California,Los Angeles,Conoco Food Stop,Q3/2015,979815.2300000001,254402.68999999997
971,California,Los Angeles,Conoco Food Stop,Q4/2015,1154291.58,281579.1
972,California,Los Angeles,Boundry Mart,Q1/2013,256770.08000000002,68341.67000000001
973,California,Los Angeles,Boundry Mart,Q2/2013,258926.63,52044.78
974,California,Los Angeles,Boundry Mart,Q3/2013,285768.26,62101.63
975,California,Los Angeles,Boundry Mart,Q4/2013,327157.13,90099.51000000001
976,California,Los Angeles,Boundry Mart,Q1/2014,266087.72,63066.490000000005
977,California,Los Angeles,Boundry Mart,Q2/2014,349482.04,73580.14
978,California,Los Angeles,Boundry Mart,Q3/2014,171994.65999999997,47684.0
979,California,Los Angeles,Boundry Mart,Q4/2014,743384.98,197738.01
980,California,Los Angeles,Boundry Mart,Q1/2015,267589.09,73917.43000000001
981,California,Los Angeles,Boundry Mart,Q2/2015,606999.1100000001,145992.99
982,California,Los Angeles,Boundry Mart,Q3/2015,380821.58999999997,96050.95999999999
983,California,Los Angeles,Boundry Mart,Q4/2015,292667.4,77966.77
984,California,San Francisco,Tiny Ten Store,Q1/2013,240265.49000000005,68810.02
985,California,San Francisco,Tiny Ten Store,Q2/2013,285831.18,68414.76
986,California,San Francisco,Tiny Ten Store,Q3/2013,300661.45,57812.020000000004
987,California,San Francisco,Tiny Ten Store,Q4/2013,340325.97000000003,82161.23
988,California,San Francisco,Tiny Ten Store,Q1/2014,155733.91999999998,50272.48
989,California,San Francisco,Tiny Ten Store,Q2/2014,356712.7,82881.77
990,California,San Francisco,Tiny Ten Store,Q3/2014,510173.9199999999,121164.46999999999
991,California,San Francisco,Tiny Ten Store,Q4/2014,343681.36,127983.66
992,California,San Francisco,Tiny Ten Store,Q1/2015,732579.96,224811.14
993,California,San Francisco,Tiny Ten Store,Q2/2015,623666.27,139189.13
994,California,San Francisco,Tiny Ten Store,Q3/2015,252583.95999999996,83762.35
995,California,San Francisco,Tiny Ten Store,Q4/2015,653280.73,139364.15
996,California,Los Angeles,Laymens,Q1/2013,448832.6,119826.59
997,California,Los Angeles,Laymens,Q2/2013,283827.14999999997,60199.91
998,California,Los Angeles,Laymens,Q3/2013,506564.87,117625.08
999,California,Los Angeles,Laymens,Q4/2013,207859.62,63130.64
1000,California,Los Angeles,Laymens,Q1/2014,202341.24,49230.740000000005
1001,California,Los Angeles,Laymens,Q2/2014,234493.24,56709.7
1002,California,Los Angeles,Laymens,Q3/2014,331797.06,96187.99
1003,California,Los Angeles,Laymens,Q4/2014,837468.97,241351.04
1004,California,Los Angeles,Laymens,Q1/2015,184844.96000000002,60911.42
1005,California,Los Angeles,Laymens,Q2/2015,342860.37,77428.83
1006,California,Los Angeles,Laymens,Q3/2015,899774.88,208930.82
1007,California,Los Angeles,Laymens,Q4/2015,355226.06000000006,88153.62
1008,California,Los Angeles,Nutra Vera Naturals,Q1/2013,306663.79000000004,94104.39
1009,California,Los Angeles,Nutra Vera Naturals,Q2/2013,371640.24,79789.81999999999
1010,California,Los Angeles,Nutra Vera Naturals,Q3/2013,236117.74,64204.94
